entity_id,state,last_changed
sensor.balkonkraftwerk_power,41.0,2024-11-28T07:50:18.490Z
sensor.balkonkraftwerk_power,42.1,2024-11-28T07:50:23.489Z
sensor.balkonkraftwerk_power,43.1,2024-11-28T07:50:28.493Z
sensor.balkonkraftwerk_power,44.1,2024-11-28T07:50:33.490Z
sensor.balkonkraftwerk_power,45.3,2024-11-28T07:50:38.488Z
sensor.balkonkraftwerk_power,46.8,2024-11-28T07:50:43.491Z
sensor.balkonkraftwerk_power,48.6,2024-11-28T07:50:48.494Z
sensor.balkonkraftwerk_power,50.0,2024-11-28T07:50:53.491Z
sensor.balkonkraftwerk_power,51.3,2024-11-28T07:50:58.489Z
sensor.balkonkraftwerk_power,52.7,2024-11-28T07:51:03.491Z
sensor.balkonkraftwerk_power,54.1,2024-11-28T07:51:08.493Z
sensor.balkonkraftwerk_power,55.6,2024-11-28T07:51:13.490Z
sensor.balkonkraftwerk_power,56.9,2024-11-28T07:51:18.489Z
sensor.balkonkraftwerk_power,58.2,2024-11-28T07:51:23.489Z
sensor.balkonkraftwerk_power,59.5,2024-11-28T07:51:28.490Z
sensor.balkonkraftwerk_power,60.7,2024-11-28T07:51:33.491Z
sensor.balkonkraftwerk_power,61.9,2024-11-28T07:51:38.491Z
sensor.balkonkraftwerk_power,62.9,2024-11-28T07:51:43.491Z
sensor.balkonkraftwerk_power,63.6,2024-11-28T07:51:48.489Z
sensor.balkonkraftwerk_power,64.5,2024-11-28T07:51:53.492Z
sensor.balkonkraftwerk_power,65.2,2024-11-28T07:51:58.493Z
sensor.balkonkraftwerk_power,65.5,2024-11-28T07:52:03.491Z
sensor.balkonkraftwerk_power,66.2,2024-11-28T07:52:08.493Z
sensor.balkonkraftwerk_power,66.6,2024-11-28T07:52:13.495Z
sensor.balkonkraftwerk_power,67.0,2024-11-28T07:52:18.493Z
sensor.balkonkraftwerk_power,67.3,2024-11-28T07:52:23.493Z
sensor.balkonkraftwerk_power,67.6,2024-11-28T07:52:28.493Z
sensor.balkonkraftwerk_power,67.9,2024-11-28T07:52:33.493Z
sensor.balkonkraftwerk_power,68.1,2024-11-28T07:52:38.491Z
sensor.balkonkraftwerk_power,68.3,2024-11-28T07:52:43.494Z
sensor.balkonkraftwerk_power,68.5,2024-11-28T07:52:48.493Z
sensor.balkonkraftwerk_power,68.8,2024-11-28T07:52:53.491Z
sensor.balkonkraftwerk_power,69.0,2024-11-28T07:52:58.493Z
sensor.balkonkraftwerk_power,69.3,2024-11-28T07:53:03.494Z
sensor.balkonkraftwerk_power,69.4,2024-11-28T07:53:08.494Z
sensor.balkonkraftwerk_power,69.5,2024-11-28T07:53:13.495Z
sensor.balkonkraftwerk_power,69.4,2024-11-28T07:53:18.496Z
sensor.balkonkraftwerk_power,69.2,2024-11-28T07:53:23.491Z
sensor.balkonkraftwerk_power,68.7,2024-11-28T07:53:28.495Z
sensor.balkonkraftwerk_power,68.1,2024-11-28T07:53:33.492Z
sensor.balkonkraftwerk_power,67.5,2024-11-28T07:53:38.492Z
sensor.balkonkraftwerk_power,66.5,2024-11-28T07:53:43.494Z
sensor.balkonkraftwerk_power,65.3,2024-11-28T07:53:48.492Z
sensor.balkonkraftwerk_power,64.1,2024-11-28T07:53:53.495Z
sensor.balkonkraftwerk_power,62.8,2024-11-28T07:53:58.494Z
sensor.balkonkraftwerk_power,61.3,2024-11-28T07:54:03.493Z
sensor.balkonkraftwerk_power,59.4,2024-11-28T07:54:08.497Z
sensor.balkonkraftwerk_power,58.5,2024-11-28T07:54:13.494Z
sensor.balkonkraftwerk_power,57.6,2024-11-28T07:54:18.495Z
sensor.balkonkraftwerk_power,56.3,2024-11-28T07:54:23.497Z
sensor.balkonkraftwerk_power,54.4,2024-11-28T07:54:28.493Z
sensor.balkonkraftwerk_power,53.1,2024-11-28T07:54:33.492Z
sensor.balkonkraftwerk_power,51.2,2024-11-28T07:54:38.493Z
sensor.balkonkraftwerk_power,49.7,2024-11-28T07:54:43.496Z
sensor.balkonkraftwerk_power,49.2,2024-11-28T07:54:48.496Z
sensor.balkonkraftwerk_power,48.1,2024-11-28T07:54:53.494Z
sensor.balkonkraftwerk_power,45.6,2024-11-28T07:54:58.496Z
sensor.balkonkraftwerk_power,43.0,2024-11-28T07:55:03.496Z
sensor.balkonkraftwerk_power,40.7,2024-11-28T07:55:08.496Z
sensor.balkonkraftwerk_power,39.0,2024-11-28T07:55:13.493Z
sensor.balkonkraftwerk_power,37.9,2024-11-28T07:55:18.496Z
sensor.balkonkraftwerk_power,37.0,2024-11-28T07:55:23.495Z
sensor.balkonkraftwerk_power,36.0,2024-11-28T07:55:28.494Z
sensor.balkonkraftwerk_power,35.2,2024-11-28T07:55:33.495Z
sensor.balkonkraftwerk_power,34.4,2024-11-28T07:55:38.496Z
sensor.balkonkraftwerk_power,33.7,2024-11-28T07:55:43.495Z
sensor.balkonkraftwerk_power,33.0,2024-11-28T07:55:48.493Z
sensor.balkonkraftwerk_power,31.6,2024-11-28T07:55:53.494Z
sensor.balkonkraftwerk_power,30.4,2024-11-28T07:55:58.495Z
sensor.balkonkraftwerk_power,29.4,2024-11-28T07:56:03.495Z
sensor.balkonkraftwerk_power,28.4,2024-11-28T07:56:08.496Z
sensor.balkonkraftwerk_power,27.6,2024-11-28T07:56:13.494Z
sensor.balkonkraftwerk_power,27.0,2024-11-28T07:56:18.497Z
sensor.balkonkraftwerk_power,26.4,2024-11-28T07:56:23.493Z
sensor.balkonkraftwerk_power,25.8,2024-11-28T07:56:28.497Z
sensor.balkonkraftwerk_power,25.3,2024-11-28T07:56:33.497Z
sensor.balkonkraftwerk_power,25.0,2024-11-28T07:56:38.499Z
sensor.balkonkraftwerk_power,24.9,2024-11-28T07:56:43.497Z
sensor.balkonkraftwerk_power,24.7,2024-11-28T07:56:48.496Z
sensor.balkonkraftwerk_power,24.6,2024-11-28T07:56:53.495Z
sensor.balkonkraftwerk_power,24.7,2024-11-28T07:57:03.496Z
sensor.balkonkraftwerk_power,24.6,2024-11-28T07:57:08.496Z
sensor.balkonkraftwerk_power,24.7,2024-11-28T07:57:13.499Z
sensor.balkonkraftwerk_power,24.9,2024-11-28T07:57:28.495Z
sensor.balkonkraftwerk_power,25.0,2024-11-28T07:57:33.495Z
sensor.balkonkraftwerk_power,25.1,2024-11-28T07:57:38.496Z
sensor.balkonkraftwerk_power,25.4,2024-11-28T07:57:43.496Z
sensor.balkonkraftwerk_power,25.6,2024-11-28T07:57:48.496Z
sensor.balkonkraftwerk_power,25.9,2024-11-28T07:57:53.495Z
sensor.balkonkraftwerk_power,26.3,2024-11-28T07:57:58.498Z
sensor.balkonkraftwerk_power,26.6,2024-11-28T07:58:03.497Z
sensor.balkonkraftwerk_power,26.8,2024-11-28T07:58:08.493Z
sensor.balkonkraftwerk_power,27.1,2024-11-28T07:58:13.497Z
sensor.balkonkraftwerk_power,27.3,2024-11-28T07:58:18.498Z
sensor.balkonkraftwerk_power,27.6,2024-11-28T07:58:23.500Z
sensor.balkonkraftwerk_power,27.7,2024-11-28T07:58:28.499Z
sensor.balkonkraftwerk_power,27.8,2024-11-28T07:58:33.500Z
